frequency_rank,word,meaning,transliteration,menukad,part_of_speech,root
11032,הוצאתם,you spent / you took out / you published (m.pl.),hotsetem,,,
11033,השמידו,destroyed / exterinated (pl.),hishmidu,,,
11034,השמרנים,the conservatives,hashamranim,,,
11035,העלתה,raised / increased / lifted / brought up (f.s.),he'elta,,,
11036,העתידי,the prospective / the futuristic (m.s.),ha'atidi,,,
11037,האסטרטגי,the strategic (m.s.),ha'estrategi,,,
11038,ההתארגנות,the organization (getting organized),hahit'argenut,,,
11039,הגירת,the immigration of,hagirat,,,
11040,הבדלי,differences of,hevdelei,,,
11041,הצפה,flooding / flotation,hatsafa,,,
11042,במשבר,in a crisis,bemashber,,,
11043,במשבר,in the crisis,bamashber,,,
11044,במפורש,explicitly,bimforash,,,
11045,במצור,under siege,bematsor,,,
11046,במצור,during the siege,bamatsor,,,
11047,ביגוד,clothing,bigud,,,
11048,בפריצה,in a breakthrough / in a burglary / in an irruption,bifritsa,,,
11049,בפריצה,in the breakthrough / in the burglary / in the irruption,bapritsa,,,
11050,באלימות,violently,be'alimut,,,
11051,באכזריות,cruelly / viciously,be'akhzariyut,,,
11052,בכלכלה,in economy,bekalkala,,,
11053,בהוצאות,[in] expenses / in editions / in publishing houses,behotsa'ot,,,
11054,צלב,cross,tslav,,,
11055,צומת,junction,tsomet,,,
11056,נמנעת,is prevented / abstains (f.s.),nimna'at,,,
11057,נקברו,were buried,nikberu,,,
11058,נהרות,rivers,naharot,,,
11059,נגדם,against them,negdam,,,
11060,ממלכות,kingdoms,mamlakhot,,,
11061,מותם,their death,motam,,,
11062,מותרות,luxury,motarot,,,
11063,מוקדמות,early / preliminary (f.pl.),mukdamot,,,
11064,מועצה,council,mo'etsa,,,
11065,משלימים,complete (m.pl.),mashlimim,,,
11066,משקלו,his/its weight,mishkalo,,,
11067,מעולה,excellent,me'ule,,,
11068,מחודש,renewed,mekhudash,,,
11069,מכשול,obstacle / hurdle,mikhshol,,,
11070,מהמילה,from the word,mehamila,,,
11071,מהאוכלוסייה,from the population,meha'ukhlusiya,,,
11072,מרחקים,far away / lengths,merkhakim,,,
11073,מנהיגות,leadership,manhigut,,,
11074,יחסיה,her relations,yakhaseha,,,
11075,למשבר,to/for the crisis,lamshber,,,
11076,למשבר,to/for a crisis,lemashber,,,
11077,לשיפור,to/for the improvement,lashipur,,,
11078,לשיפור,to/for an improvement,leshipur,,,
11079,לשר,to/for the minister,lasar,,,
11080,לשר,to/for a minister,lesar,,,
11081,לפגוש,to meet,lifgosh,,,
11082,לעצירת,for stopping of / for the stopping of / for the cease of,le'atsirat,,,
11083,לכנסייה,to church,leknesiya,,,
11084,לכנסייה,to the church,laknesiya,,,
11085,לבירת,to the capital of,lebirat,,,
11086,לסופרים,to/for authors,lesofrim,,,
11087,לסופרים,to/for the authors,lasofrim,,,
11088,וירקות,and vegetables,viyrakot,,,
11089,וולקני,volcanic,vulkani,,,
11090,ושימוש,and use,veshimush,,,
11091,ועקב,and due to / and because of,ve'ekev,,,
11092,ועקב,and followed (m.s.),ve'akav,,,
11093,ועקב,and a heel,ve'akev,,,
11094,ועברו,and passed / and crossed / and went through (pl.),ve'avru,,,
11095,ונבנה,and was built,venivna,,,
11096,ונבנה,and we will build,venivne,,,
11097,שמאחורי,that is behind,sheme'akhorei,,,
11098,שמאחורי,that is behind me,sheme'akhorai,,,
11099,ששכנה,that/who lived / that/who dwelt (f.s.),sheshakhna,,,
11100,ששכנה,that a neighbor (f.s.),sheshkhena,,,
11101,שקמו,that/who stood up / that/who woke up / that were established,shekamu,,,
11102,שאירע,that happened / that occurred (m.s.),she'era,,,
11103,שסברו,that/who thought / that/who assumed (pl.),shesavru,,,
11104,שניסח,who phrased,shenisakh,,,
11105,פליטים,refugees / survivors (m.pl.),plitim,,,
11106,פלא,wonder / miracle,pele,,,
11107,פלדה,steel,plada,,,
11108,פומבית,public / overt (f.s.),pumbit,,,
11109,פורה,fertile / productive,pore,,,
11110,פחם,coal,pekham,,,
11111,ערוץ,channel,aruts,,,
11112,עצר,stopped / arrested (m.s.),atsar,,,
11113,אמונים,faith / confidence,emunim,,,
11114,אמונים,trained (m.pl.),amunim,,,
11115,חירום,emergency,kherum,,,
11116,אוכלוסין,population,ukhlusin,,,
11117,חטיבות,brigades / sections,khativot,,,
11118,כמורה,clergy,kmura,,,
11119,כמורה,as a teacher (m.s.),kemore,,,
11120,כמורה,as a teacher (f.s.),kemora,,,
11121,כיפת,yarmulke / cap / dome,kipat,,,
11122,כדרך,the same way as / as the way / as the road,kederekh,,,
11123,כרב,as a rabbi,kerav,,,
11124,המתאימה,the suitable / the appropriate / the applicable / the identical (f.s.),hamat'ima,,,
11125,המודרניות,the modern (f.pl.),hamoderniyot modernism,,,
11126,המודרניות,the modernism,hamoderniyut,,,
11127,המשפיע,that effects / that influences (m.s.),hamashpi'a,,,
11128,המפגש,the meeting / the encounter / the reunion,hamifgash,,,
11129,המאמינים,the believers,hama'aminim,,,
11130,התאוריות,the theories,hate'oryot,,,
11131,הוכנסו,were inserted / were entered,hukhnesu,,,
11132,הוטלו,were cast / were thrown,hutlu,,,
11133,הוצאות,expenses / editions / publishing houses,hotsa'ot,,,
11134,השירות,the service,hasherut,,,
11135,השקפה,stance / point of view / looking,hashkafa,,,
11136,הקפה,surrounding / encircling,hakafa,,,
11137,הקדומות,the ancient (f.pl.),hakdumot,,,
11138,האמצעים,the means / the middle,ha'emtsa'im,,,
11139,האופייניים,The characteristic (m.pl.),ha'ofyaniyim,,,
11140,החזקים,the strong (m.pl.),hakhazakim,,,
11141,האגודה,the association,ha'aguda,,,
11142,האגם,the lake,ha'agam,,,
11143,הכריע,decided / subdued (m.s.),hikhri'a,,,
11144,הדואר,the mail,hado'ar,,,
11145,הדרגתי,gradual (m.s.),hadragati,,,
11146,הגעתו,his arrival,haga'ato,,,
11147,הגבלות,restriction of / limitation of,hagbalat,,,
11148,הרפואיות,the medical (f.pl.),harefu'iyot,,,
11149,הציוויליזציה,civilization,hatsivilizatsya,,,
11150,הסתיימו,ended (pl.),histaymu,,,
11151,הנדרש,the required (m.s.),hanidrash,,,
11152,דיני,my judgment / my sentence / my law,dini,,,
11153,דיני,laws of,dinei,,,
11154,גבעות,hills,gva'ot,,,
11155,במעצר,under arrest,bema'atsar,,,
11156,במאמץ,with an effort,bema'amats,,,
11157,במבנים,in buildings / in constructions,bemivnim,,,
11158,במבנים,in the buildings / in the constructions,bamivnim,,,
11159,במסגרתו,in its framework,bemisgarto,,,
11160,ביומנו,in his diary,beyomano,,,
11161,ביומנו,in our day,beyomenu,,,
11162,בינם,between them (m.),beynam,,,
11163,בשיאו,at his/its top / at his/its peak,besi'o,,,
11164,בשפות,in the languages / on the edges,basafot,,,
11165,בשפות,in languages / on edges,besafot,,,
11166,בשפות,in the languages of / on the edges of,bisfot,,,
11167,באיחוד,in the union,ba'ikhud,,,
11168,באיחוד,in a union,be'ikhud,,,
11169,באיטיות,slowly,be'itiyut,,,
11170,בטוחים,secure / safe / certain (m.pl.),betukhim,,,
11171,בצפיפות,dense / crowded,bitsfifut,,,
11172,טיפוסי,characteristic,tipusi,,,
11173,טיהור,purification,tihur,,,
11174,טבעיות,natural (f.pl.),tiv'iyot,,,
11175,טריים,fresh,triyim,,,
11176,טרופיים,tropical (m.s.),tropiyim,,,
11177,נישואין,marriage,nisu'in,,,
11178,מוסמכים,authorized,musmakhim,,,
11179,מנמל,from a harbor,minamal,,,
11180,תגמול,pay back / recompense,tagmul,,,
11181,אזכור,I will remember,ezkor,,,
11182,אזכור,reference / mention,izkur,,,
11183,המפקדה,the headquarters,hamifkada,,,
11184,המרבי,the maximal,hameravi,,,
11185,הלוואה,loan,halva'a,,,
11186,הזמנית,the temporary,hzmanit,,,
11187,הציונים,the Zionists (m.pl.),hatsiyonim (n.),,,
11188,הציונים,the Zionist (m.pl.),hatsiyonim (adj.),,,
11189,ברכבת,by the train / on the train,barakevet,,,
11190,ברכבת,by train / on a train,berakevet,,,
11191,מח,brain,mo'akh,,,
11192,יציאתם,their exit,yesti'atam,,,
11193,פירוט,detailing,perut,,,
11194,חביב,pleasant / nice,khaviv,,,
11195,כמקובל,as accepted / as conventional,kamekubal,,,
11196,הנהגה,leadership,hanhaga,,,
11197,ממוצעת,average (f.s.),memutsa'at,,,
11198,מקבילים,parallel (m.pl.),makbilim,,,
11199,מפורטים,detailed (m.pl.),meforatim,,,
11200,מדור,department / compartment / branch,mador,,,
11201,מדריכים,guides / instructors / trainers,madrikhim,,,
11202,מגוש,from a lump / from a block / from a mass /from a region,megush,,,
11203,וארגון,and an organization (n.),ve'irgun,,,
11204,וארגון,and the organization of (v.),ve'irgun,,,
11205,ובזמן,and while / and during,uvizman,,,
11206,שלפי,that according to,shelefi,,,
11207,שולטת,rules / controls (f.s.),sholetet,,,
11208,שוד,robbery,shod,,,
11209,פלגות,groups (mil.) / division (family),palgot,,,
11210,אומץ,courage,omets,,,
11211,אגודות,associations,agudot,,,
11212,כימיים,chemical (adj.) (m.pl.),khimiyim,,,
11213,המנון,anthem,himnon,,,
11214,הוותיקים,the veterans / the seniors,havatikim,,,
11215,הצליינים,the pilgrims,hatsalyanim,,,
11216,בנקים,banks,bankim,,,
11217,בנס,by miracle,benes,,,
11218,סימטרי,symmetrical,simetri,,,
11219,מלבני,rectangular / oblong,malbeni,,,
11220,מתבצע,being performed / is carried out (m.s.),mitbatse'a,,,
11221,מאבד,loses (m.s.),me'abed,,,
11222,מהמקובל,than conventional,mehamekubal,,,
11223,לידה,near her / next to her,leyada,,,
11224,פוצץ,detonated / exploded (m.s.),potsets,,,
11225,עמוקים,deep (m.pl.),amukim,,,
11226,אינטליגנציה,intelligence,intiligentsia,,,
11227,אדומים,red (m.pl.),adumim,,,
11228,חבורת,a group of,khavurat,,,
11229,כשלעצמו,by itself / as for himself,kshele'atsmo,,,
11230,המשמעותי,the significant (m.s.),hamashma'uti,,,
11231,המקובלים,the accepted / the conventional / the popular (m.pl.),hamekubalim,,,
11232,היכול,that/who can,hayakhol,,,
11233,היכול,can you?,hayakhol [ata],,,
11234,השיפוץ,the renovation,hashiputs,,,
11235,השריפות,the fires,hasrefot,,,
11236,העברה,pass / transfer,ha'avara,,,
11237,האתרים,the sites,ha'atarim,,,
11238,הביטויים,the expressions,habituyim,,,
11239,גרניט,granite,granit,,,
11240,במונחים,in terms,bemunakhim,,,
11241,במונחים,in the terms,bamunakhim,,,
11242,טיפל,treated (m.s.),tipel,,,
11243,טיעונים,arguments,ti'unim,,,
11244,רשומים,listed / enrolled / written,reshumim,,,
11245,צידי,hunters of,tsayadei,,,
11246,צידי,sides of,tsidei,,,
11247,מילת,word of,milat,,,
11248,מתבצעת,being performed / is carried out (f.s.),mitbatsa'at,,,
11249,מושפע,is effected / is influenced,mushpa,,,
11250,מובנת,understood,muvenet,,,
11251,מובנת,built in (f.),muvnet,,,
11252,מקצועית,professional (f.s.),miktso'it,,,
11253,מחזק,strengthens (m.s.),mekhazek,,,
11254,מדריך,guide / instructor / trainer,madrikh,,,
11255,מטבחי,my kitchen,mitbakhi,,,
11256,מטבחי,the kitchens of,mitbakhei,,,
11257,מסומנת,marked (f.s.),mesumenet,,,
11258,מנהגי,customs of,minhagei,,,
11259,ישיבה,meeting / Yeshiva (rabbinical college),yeshiva,,,
11260,ללימודי,for the study of,lelimudei,,,
11261,לתאי,to/for the cells of,leta'ei,,,
11262,לתאי,to/for my cell,leta'i,,,
11263,לפתרון,to a solution,lepitaron,,,
11264,לפתרון,to the solution,lapitaron,,,
11265,לפתרון,to the solution of,lefitron,,,
11266,תלמידיו,his pupils / his students,talmidav,,,
11267,ומהם,and from them (m.),umehem,,,
11268,ומנהרות,and tunnels,uminharot,,,
11269,ועברה,and passed / and crossed / and went through (f.s.),ve'avra,,,
11270,והשפעה,and an effect / and an influence,vehashpa'a,,,
11271,ובשנים,and in the years,uvashanim,,,
11272,ובשנים,and in years,uveshanim,,,
11273,ונס,and a miracle,venes,,,
11274,שוכנת,lives / dwells (f.s.),shokhenet,,,
11275,שהוצגו,that/who were introduced / that were displayed / that were presented / that were exhibited (pl.),shehutsgu,,,
11276,שרבים,that/which many,sherabim,,,
11277,שנבחר,that/who was elected / that/who was selected (m.s.),shenivkhar,,,
11278,קרי,literal meaning,kri,,,
11279,פרשנות,interpretation / commentary,parshanut,,,
11280,חלשות,weak (f.pl.),khalashot,,,
11281,כלליים,general (m.pl.),klaliyim,,,
11282,כחולה,blue (f.s.),kkhula,,,
11283,המשטח,the plane / the surface / the platform,hamishtakh,,,
11284,המחייה,the subsistence / the livelihood,hamikhya,,,
11285,המאורע,the event,hame'ora,,,
11286,התבסס,became established / settled down / was based on (m.s.),hitbases,,,
11287,הולדתו,his birth,huladeto,,,
11288,הוערך,was assessed / was estimated / was valued,hu'arakh,,,
11289,השלד,the skeleton / the framework,hasheled,,,
11290,השוכן,that/who lives [in] (m.s.),hashokhen,,,
11291,הקיימות,the existing / that exist (f.pl.),hakayamot,,,
11292,העמודים,the pillars / the pages,ha'amudim,,,
11293,האלוהים,God,ha'elohim,,,
11294,החופש,the freedom,hakhofesh,,,
11295,הכנרת,the sea of Galilee,hakineret,,,
11296,ההשכלה,the education,hahaskala,,,
11297,הרצאות,lectures,hartsa'ot,,,
11298,הנובע,that stems from / that is derived from / that spouts,hanove'a,,,
11299,גורף,sweeps / blows (nose),goref,,,
11300,במבוא,in an introduction / at an entrance,be'mavo,,,
11301,במבוא,in the introduction / at the entrance,ba'mavo,,,
11302,במרחקים,far away,bemerkhakim,,,
11303,ביחסי,in the relations of,beyakhasei,,,
11304,בלבול,confusion,bilbul,,,
11305,בחומרים,[in] materials,bekhomarim,,,
11306,בחומרים,[in] the materials,bakhomarim,,,
11307,בהתפתחות,in development,behitpatkhut,,,
11308,בהתפתחות,in the development,bahitpatkhut,,,
11309,טעמו,his taste / its taste,ta'amo,,,
11310,טעמו,tested (pl.),ta'amu,,,
11311,נגישים,accessible / approachable,negishim,,,
11312,קפלת,the chapel of,kapelat,,,
11313,להיקרא,to be called,lehikare,,,
11314,שהקים,that/who established (m.s.),shehekim,,,
11315,אהבת,love of,ahavat,,,
11316,במושג,in a concept,bemusag,,,
11317,במושג,in the concept,bamusag,,,
11318,ולרוב,and mostly,velarov,,,
11319,כדמות,in the shape of / in the image of / as the character of,kidmut,,,
11320,בעמדת,in a position of / in the position of,be'emdat,,,
11321,משמעויות,meanings,mashma'uyot,,,
11322,מהדורה,edition,mahadura,,,
11323,קודמים,former / previous (m.pl),kodmim,,,
11324,אחיד,unified / homogenous / uniform,akhid,,,
11325,הקבורה,the burial,hakvura,,,
11326,מושבו,his seat,moshavo,,,
11327,מעוותת,distorts (f.s.),me'avetet,,,
11328,מעוותת,distorted,me'uvetet,,,
11329,מאמצע,from the middle of,me'emtsa,,,
11330,מסתיימת,ends (f.s.),mistayemet,,,
11331,יריבו,they will fight,yarivu,,,
11332,יריבו,his opponent / his enemy,yerivo,,,
11333,לייחס,to ascribe,leyakhes,,,
11334,להדגיש,to stress / to emphasize,lehadgish,,,
11335,ומוצרי,and the products of,umutsrei,,,
11336,ויוצרים,and create / and make (m.pl.),veyotsrim,,,
11337,שנחשבו,that were considered,shenekhshevu,,,
11338,פילוסוף,philosopher,filosof,,,
11339,אחיזה,hold,akhiza,,,
11340,המושגים,the terms,hamusagim,,,
11341,המסוגלים,that/who are capable,hamesugalim,,,
11342,היווצרות,formation / creation / production,hivatsrut,,,
11343,הולדת,birth,huledet,,,
11344,הקלאסי,the classical (m.s.),haklasi,,,
11345,האטומי,the atomic,ha'atomi,,,
11346,הביצות,the swamps,habitsot,,,
11347,דורו,his generation,doro,,,
11348,בטיחות,safety,betikhut,,,
11349,הדקדוק,the grammar / the precision,hadikduk,,,
11350,בסרטים,in movies / with ribbons/strips,besratim,,,
11351,בסרטים,in the movies / with the ribbons/strips,basratim,,,
11352,מתמטיות,mathematical (f.pl.),matematiyot,,,
11353,הפקה,production,hafaka,,,
11354,הגיבורים,the heroes,hagiborim,,,
11355,בתוכניות,in plans / in programs / in layouts,betokhniyot,,,
11356,בתוכניות,in the plans / in the programs / in the layouts,batokhniyot,,,
11357,תגלית,discovery,taglit,,,
11358,עובדת,worker (f.s.),ovedet,,,
11359,עובדת,the fact of,uvdat,,,
11360,המקצועית,the professional (f.s.),hamiktso'it,,,
11361,השערות,speculations / assumptions / hypotheses,hash'arot,,,
11362,השערות,the hair,hase'arot,,,
11363,זיכתה,acquitted / credited / granted a right (f.s.),zikta,,,
11364,החמיץ,missed,hekhmits,,,
11365,הצליל,the sound,hatslil,,,
11366,באורח,in a manner / in a way,be'orakh,,,
11367,מקבוצת,from the group of,mikvutsat,,,
11368,מדורג,graded / terraced,medorag,,,
11369,למיני,to/for kinds of / to/for species of,leminei,,,
11370,לאופן,to/for a way,le'ofen,,,
11371,לאופן,to/for the way,la'ofen,,,
11372,אינסופית,infinite,einsofit,,,
11373,המרכיבים,the ingredients / that assemble / that constitute (m.pl),hamarkivim,,,
